text,participant_id,source_name,evidence_id,quote,timestamp,suggested_labels,gold_labels,review_status,review_comment
"I think that the interpretation of the data is, it's not so straightforward, and I think that - which might not, might not be the next question - is what makes it also difficult to make it open? Because you have to explain everything like, you know, like if you do some of the, kind of data, and then you know, like, the golden stand here will be, in the laboratory. It's something that assumes that there is this neutrality. And actually, it is a positivist, you know, position. But it makes it easy, yeah, because you could say “This is my data”. So “This is my sheet, this is my database, this is the software I have to apply. This is what has come out of these analyses”. Good. But if I have to do this with my own analysis, I have to explain - “What is my background, what I thought these with, what is the - what is [indecipherable]? But this is coming back then [to] how I have interpreted these, why these things I am not looking at. So just in mind that you do this with 50 interviews, that I have, I mean, it's just, it's not possible. Like, I will spend the three years just explaining what I'm doing. So, not feasible. I am, yeah. so again, just explain where I come from, I come from a culture of Copyleft culture. I have published most of the things that I have written before going to academia with Creative, Commons. And I have worked with people that have been very active in open source movement. So, when I entered academia, I was very familiar with, yeah, open methodology, with co-creation, with collaboration, with collective authorship. And also basically, with the idea that we are all doing collective authorship, like, I come from a political tradition that considers that knowledge is not of ever of one specific person, because what you know is always shaped by many other sources, and people and is, you know, your own interpretation and you - your own recombination of these things. Not that that makes what you're doing original. But it's always based on someone else's, you know, from the people that have, did you to speak [with] the people that have, you to think, to all the books that you have - that right? So all these, it's always like collective thinking. So this is my approach. So when I started the project, I wanted to have it on a platform, and I wanted to have it open from the beginning. So I have used something which is called, I was looking for different tools. I started thinking, I'm going to design my own website. Then again one of the principles also of open knowledge is produced, that it's already there, so don't try to, you know, reinvent the wheel every time, but, you know, like formats and and so structures that are there. So I started using this called Open Science framework on Open science framework is a platform, but precisely to do open research and collaborative research. Um, so I have everything there. That means that I have put my applications, to the grants are there, my whole confirmation is there. So whenever someone says “Hey Ana, can I take a look at your ethics application, which is super useful because we have no idea how to do these things, you know?” And you go to a course, they give you an example. Maybe it's not at all what you're doing. So I learned a lot by other people, by reading to other people’s applications, and you know, and presentations. So if you go to these, to this project, you could - anybody can download all the documents that I have produced that are more or less, that I finished, I don't have. But they have, like, the structure of the thesis that has been uploaded and this is where I'm going, where I will upload. Let's say the whole thesis with the chapters when they are finished… …they will be on this platform.",P002,Interview -2.txt,P002_E019,"I am, yeah. so again, just explain where I come from, I come from a culture of Copyleft culture. I have published most of the things that I have written before going to academia with Creative, Commons. And I have worked with people that have been very active in open source movement. So, when I entered academia, I was very familiar with, yeah, open methodology, with co-creation, with collaboration, with collective authorship. And also basically, with the idea that we are all doing collective authorship, like, I come from a political tradition that considers that knowledge is not of ever of one specific person, because what you know is always shaped by many other sources, and people and is, you know, your own interpretation and you - your own recombination of these things. Not that that makes what you're doing original. But it's always based on someone else's, you know, from the people that have, did you to speak [with] the people that have, you to think, to all the books that you have - that right? So all these, it's always like collective thinking. So this is my approach. So when I started the project, I wanted to have it on a platform, and I wanted to have it open from the beginning. So I have used something which is called, I was looking for different tools. I started thinking, I'm going to design my own website. Then again one of the principles also of open knowledge is produced, that it's already there, so don't try to, you know, reinvent the wheel every time, but, you know, like formats and and so structures that are there. So I started using this called Open Science framework on Open science framework is a platform, but precisely to do open research and collaborative research. Um, so I have everything there. That means that I have put my applications, to the grants are there, my whole confirmation is there. So whenever someone says “Hey Ana, can I take a look at your ethics application, which is super useful because we have no idea how to do these things, you know?” And you go to a course, they give you an example. Maybe it's not at all what you're doing. So I learned a lot by other people, by reading to other people’s applications, and you know, and presentations. So if you go to these, to this project, you could - anybody can download all the documents that I have produced that are more or less, that I finished, I don't have. But they have, like, the structure of the thesis that has been uploaded and this is where I'm going, where I will upload. Let's say the whole thesis with the chapters when they are finished…",,domain:performance;issue:performance;response:positive;outcome:abandonment,,pending,
"I am, yeah. so again, just explain where I come from, I come from a culture of Copyleft culture. I have published most of the things that I have written before going to academia with Creative, Commons. And I have worked with people that have been very active in open source movement. So, when I entered academia, I was very familiar with, yeah, open methodology, with co-creation, with collaboration, with collective authorship. And also basically, with the idea that we are all doing collective authorship, like, I come from a political tradition that considers that knowledge is not of ever of one specific person, because what you know is always shaped by many other sources, and people and is, you know, your own interpretation and you - your own recombination of these things. Not that that makes what you're doing original. But it's always based on someone else's, you know, from the people that have, did you to speak [with] the people that have, you to think, to all the books that you have - that right? So all these, it's always like collective thinking. So this is my approach. So when I started the project, I wanted to have it on a platform, and I wanted to have it open from the beginning. So I have used something which is called, I was looking for different tools. I started thinking, I'm going to design my own website. Then again one of the principles also of open knowledge is produced, that it's already there, so don't try to, you know, reinvent the wheel every time, but, you know, like formats and and so structures that are there. So I started using this called Open Science framework on Open science framework is a platform, but precisely to do open research and collaborative research. Um, so I have everything there. That means that I have put my applications, to the grants are there, my whole confirmation is there. So whenever someone says “Hey Ana, can I take a look at your ethics application, which is super useful because we have no idea how to do these things, you know?” And you go to a course, they give you an example. Maybe it's not at all what you're doing. So I learned a lot by other people, by reading to other people’s applications, and you know, and presentations. So if you go to these, to this project, you could - anybody can download all the documents that I have produced that are more or less, that I finished, I don't have. But they have, like, the structure of the thesis that has been uploaded and this is where I'm going, where I will upload. Let's say the whole thesis with the chapters when they are finished… …they will be on this platform. Then, so this is one thing I'm doing, which is being transparent about the process. Or being transparent about the product. So, [to] explain what I've done. And the second thing that I'm doing is that I am asking everybody, which I don't know if you have asked, but I have [been] asking everybody permission to upload their interviews. So I'm transcribing the interviews, I am editing them. Some taking all this, you know, like whatever oral expressions, to get it edited at an interview, and I'm going to upload them to ORDA, then to the, to the repository, the University, Um, probably or maybe UK. I mean, like I have an ESRC grant, or probably it doesn't really matter a lot. But yeah, one and and I have asked everybody permission or other researchers to use their Interview. So I have, yeah, permission for doing it. And I did this since the Masters, for example. So, but this means it's like, now I'm redoing analysis of some interviews that I did four years ago, because I asked those people permission to. So that their interviews could be reused, so I’m reusing them.",P002,Interview -2.txt,P002_E020,…they will be on this platform.,,domain:performance;issue:performance;domain:workflow;issue:workflow;response:neutral;outcome:abandonment,,pending,
"…they will be on this platform. Then, so this is one thing I'm doing, which is being transparent about the process. Or being transparent about the product. So, [to] explain what I've done. And the second thing that I'm doing is that I am asking everybody, which I don't know if you have asked, but I have [been] asking everybody permission to upload their interviews. So I'm transcribing the interviews, I am editing them. Some taking all this, you know, like whatever oral expressions, to get it edited at an interview, and I'm going to upload them to ORDA, then to the, to the repository, the University, Um, probably or maybe UK. I mean, like I have an ESRC grant, or probably it doesn't really matter a lot. But yeah, one and and I have asked everybody permission or other researchers to use their Interview. So I have, yeah, permission for doing it. And I did this since the Masters, for example. So, but this means it's like, now I'm redoing analysis of some interviews that I did four years ago, because I asked those people permission to. So that their interviews could be reused, so I’m reusing them. For example.",P002,Interview -2.txt,P002_E021,"Then, so this is one thing I'm doing, which is being transparent about the process. Or being transparent about the product. So, [to] explain what I've done. And the second thing that I'm doing is that I am asking everybody, which I don't know if you have asked, but I have [been] asking everybody permission to upload their interviews. So I'm transcribing the interviews, I am editing them. Some taking all this, you know, like whatever oral expressions, to get it edited at an interview, and I'm going to upload them to ORDA, then to the, to the repository, the University, Um, probably or maybe UK. I mean, like I have an ESRC grant, or probably it doesn't really matter a lot. But yeah, one and and I have asked everybody permission or other researchers to use their Interview. So I have, yeah, permission for doing it. And I did this since the Masters, for example. So, but this means it's like, now I'm redoing analysis of some interviews that I did four years ago, because I asked those people permission to. So that their interviews could be reused, so I’m reusing them.",,domain:performance;issue:performance;domain:workflow;issue:workflow;response:neutral,,pending,
"Then, so this is one thing I'm doing, which is being transparent about the process. Or being transparent about the product. So, [to] explain what I've done. And the second thing that I'm doing is that I am asking everybody, which I don't know if you have asked, but I have [been] asking everybody permission to upload their interviews. So I'm transcribing the interviews, I am editing them. Some taking all this, you know, like whatever oral expressions, to get it edited at an interview, and I'm going to upload them to ORDA, then to the, to the repository, the University, Um, probably or maybe UK. I mean, like I have an ESRC grant, or probably it doesn't really matter a lot. But yeah, one and and I have asked everybody permission or other researchers to use their Interview. So I have, yeah, permission for doing it. And I did this since the Masters, for example. So, but this means it's like, now I'm redoing analysis of some interviews that I did four years ago, because I asked those people permission to. So that their interviews could be reused, so I’m reusing them. For example. Yeah, this is a tiny. It's a tiny part…",P002,Interview -2.txt,P002_E022,For example.,,domain:performance;issue:performance;domain:workflow;issue:workflow;response:neutral,,pending,
"For example. Yeah, this is a tiny. It's a tiny part… …but yeah. so it's like,…",P002,Interview -2.txt,P002_E023,"Yeah, this is a tiny. It's a tiny part…",,response:neutral,,pending,
"Yeah, this is a tiny. It's a tiny part… …but yeah. so it's like,… Three out of 55 or something like, it's tiny, tiny.",P002,Interview -2.txt,P002_E024,"…but yeah. so it's like,…",,response:positive,,pending,
"…but yeah. so it's like,… Three out of 55 or something like, it's tiny, tiny. It is an example of what happens is like, and I've been there, like, I have been interviewed for projects, and I do interviews with people, and then I meet another people, and they have done the interviews to the same people. So I know people that are giving, I don't know, like interviews every week. They give an interview to another researcher -. So people are just coming from all over the world to just do interviews with these people. So it's, to what I think is, like guys, you know, like if someone wants to do an interview with these people, maybe they should look before without accessible, not accessible interviews, and then reuse knowledge on the top of that.",P002,Interview -2.txt,P002_E025,"Three out of 55 or something like, it's tiny, tiny.",,response:positive,,pending,
"Three out of 55 or something like, it's tiny, tiny. It is an example of what happens is like, and I've been there, like, I have been interviewed for projects, and I do interviews with people, and then I meet another people, and they have done the interviews to the same people. So I know people that are giving, I don't know, like interviews every week. They give an interview to another researcher -. So people are just coming from all over the world to just do interviews with these people. So it's, to what I think is, like guys, you know, like if someone wants to do an interview with these people, maybe they should look before without accessible, not accessible interviews, and then reuse knowledge on the top of that. No?",P002,Interview -2.txt,P002_E026,"It is an example of what happens is like, and I've been there, like, I have been interviewed for projects, and I do interviews with people, and then I meet another people, and they have done the interviews to the same people. So I know people that are giving, I don't know, like interviews every week. They give an interview to another researcher -. So people are just coming from all over the world to just do interviews with these people. So it's, to what I think is, like guys, you know, like if someone wants to do an interview with these people, maybe they should look before without accessible, not accessible interviews, and then reuse knowledge on the top of that.",,response:positive,,pending,
"It is an example of what happens is like, and I've been there, like, I have been interviewed for projects, and I do interviews with people, and then I meet another people, and they have done the interviews to the same people. So I know people that are giving, I don't know, like interviews every week. They give an interview to another researcher -. So people are just coming from all over the world to just do interviews with these people. So it's, to what I think is, like guys, you know, like if someone wants to do an interview with these people, maybe they should look before without accessible, not accessible interviews, and then reuse knowledge on the top of that. No? So I asked, so the point is, sorry - just to finish - is like, the point is like, before going to academia, I was asking researchers that interview with me, I asked them to put my interview, to publish my interview. and to make it available. So, that was my requirement before, when it was data, I know, yeah.",P002,Interview -2.txt,P002_E027,No?,,response:positive,,pending,
"No? So I asked, so the point is, sorry - just to finish - is like, the point is like, before going to academia, I was asking researchers that interview with me, I asked them to put my interview, to publish my interview. and to make it available. So, that was my requirement before, when it was data, I know, yeah. Oh well, in one location. I'm sure. And the rest, I mean, like, I was supposed to be, they usually do it. I have, also, I have, also have to say that I had a very bad experience with someone…",P002,Interview -2.txt,P002_E028,"So I asked, so the point is, sorry - just to finish - is like, the point is like, before going to academia, I was asking researchers that interview with me, I asked them to put my interview, to publish my interview. and to make it available. So, that was my requirement before, when it was data, I know, yeah.",,response:neutral,,pending,
"So I asked, so the point is, sorry - just to finish - is like, the point is like, before going to academia, I was asking researchers that interview with me, I asked them to put my interview, to publish my interview. and to make it available. So, that was my requirement before, when it was data, I know, yeah. Oh well, in one location. I'm sure. And the rest, I mean, like, I was supposed to be, they usually do it. I have, also, I have, also have to say that I had a very bad experience with someone… …who not only didn't publish it, but didn't even mention it. Well, anyway, so it was a very bad experience as one, some, yeah, everything. And yeah.",P002,Interview -2.txt,P002_E029,"Oh well, in one location. I'm sure. And the rest, I mean, like, I was supposed to be, they usually do it. I have, also, I have, also have to say that I had a very bad experience with someone…",,response:neutral,,pending,
"Oh well, in one location. I'm sure. And the rest, I mean, like, I was supposed to be, they usually do it. I have, also, I have, also have to say that I had a very bad experience with someone… …who not only didn't publish it, but didn't even mention it. Well, anyway, so it was a very bad experience as one, some, yeah, everything. And yeah. This is like, the best in the world's, always and everything.",P002,Interview -2.txt,P002_E030,"…who not only didn't publish it, but didn't even mention it. Well, anyway, so it was a very bad experience as one, some, yeah, everything. And yeah.",,response:neutral,,pending,
"…who not only didn't publish it, but didn't even mention it. Well, anyway, so it was a very bad experience as one, some, yeah, everything. And yeah. This is like, the best in the world's, always and everything. Yeah.",P002,Interview -2.txt,P002_E031,"This is like, the best in the world's, always and everything.",,response:neutral,,pending,
"This is like, the best in the world's, always and everything. Yeah. I think that it's a very, as I said, I think it's complicated. Well, I think it's difficult.",P002,Interview -2.txt,P002_E032,Yeah.,,response:neutral;outcome:task_friction,,pending,
"Yeah. I think that it's a very, as I said, I think it's complicated. Well, I think it's difficult. It's more difficult, because to make it in a way that can be reused, the people understand the context. And it takes a lot of time, but, I think it's, it would be great. I mean, I would have loved to, to have a database of interviews. I mean, if the people that I was interviewing, or having interviews with would have their, there are other interviews available, we're having great.",P002,Interview -2.txt,P002_E033,"I think that it's a very, as I said, I think it's complicated. Well, I think it's difficult.",,response:neutral;response:satisfaction;outcome:task_friction,,pending,
"I think that it's a very, as I said, I think it's complicated. Well, I think it's difficult. It's more difficult, because to make it in a way that can be reused, the people understand the context. And it takes a lot of time, but, I think it's, it would be great. I mean, I would have loved to, to have a database of interviews. I mean, if the people that I was interviewing, or having interviews with would have their, there are other interviews available, we're having great. Yeah, I think it's, I think it's, it's very good. And we need it. No?",P002,Interview -2.txt,P002_E034,"It's more difficult, because to make it in a way that can be reused, the people understand the context. And it takes a lot of time, but, I think it's, it would be great. I mean, I would have loved to, to have a database of interviews. I mean, if the people that I was interviewing, or having interviews with would have their, there are other interviews available, we're having great.",,response:neutral;response:satisfaction;outcome:task_friction,,pending,
"It's more difficult, because to make it in a way that can be reused, the people understand the context. And it takes a lot of time, but, I think it's, it would be great. I mean, I would have loved to, to have a database of interviews. I mean, if the people that I was interviewing, or having interviews with would have their, there are other interviews available, we're having great. Yeah, I think it's, I think it's, it's very good. And we need it. No? For me, personally, what has been more complicated is that it's a lot of extra work. And as I said, I think that for quantitative data, you have that. So it's very different, different because I can have, I don't know an interview - for how I work with it is, I could just listen to it. You know, even do the interview, take my notes, you know, write the notes how I feel them, you know, and transcribe them into these diagrams, and knowledge graphs, and then I present the knowledge graph to represent all the data that is behind this knowledge graph. It's not the same as quantitative data in the sense that I don't have, it's like, in order to make quantity qualitative available you have to go into explaining your own process of thinking, and your own process of analysis, which then is, of course, you know, like a good sign, this the method. But that's not, I think that that's not how everybody operates. Now, it's like, if you imagine that you are doing something which is more like historical analysis. um, so making because all these, that the qualitative data, in order to be also good for example, if I take the interviews, it's not enough to have the interviews. I will have to organize, you know, the title - who was there, when it was taken, what was the place, what is the context? Do a small summary of the text, and put hashtags? But these, that I do it in my head, and are increases you know, pieces of paper here and there, and, you know, a note here and note there if it needs [to be] done. It's not there already. So if we want, really to, to do, not to do this interchangeable…",P002,Interview -2.txt,P002_E035,"Yeah, I think it's, I think it's, it's very good. And we need it. No?",,domain:workflow;issue:workflow;response:positive;response:satisfaction;outcome:task_friction,,pending,
"Yeah, I think it's, I think it's, it's very good. And we need it. No? For me, personally, what has been more complicated is that it's a lot of extra work. And as I said, I think that for quantitative data, you have that. So it's very different, different because I can have, I don't know an interview - for how I work with it is, I could just listen to it. You know, even do the interview, take my notes, you know, write the notes how I feel them, you know, and transcribe them into these diagrams, and knowledge graphs, and then I present the knowledge graph to represent all the data that is behind this knowledge graph. It's not the same as quantitative data in the sense that I don't have, it's like, in order to make quantity qualitative available you have to go into explaining your own process of thinking, and your own process of analysis, which then is, of course, you know, like a good sign, this the method. But that's not, I think that that's not how everybody operates. Now, it's like, if you imagine that you are doing something which is more like historical analysis. um, so making because all these, that the qualitative data, in order to be also good for example, if I take the interviews, it's not enough to have the interviews. I will have to organize, you know, the title - who was there, when it was taken, what was the place, what is the context? Do a small summary of the text, and put hashtags? But these, that I do it in my head, and are increases you know, pieces of paper here and there, and, you know, a note here and note there if it needs [to be] done. It's not there already. So if we want, really to, to do, not to do this interchangeable… …the acceptable data. It's exercise for it, and I see it, for example,…",P002,Interview -2.txt,P002_E036,"For me, personally, what has been more complicated is that it's a lot of extra work. And as I said, I think that for quantitative data, you have that. So it's very different, different because I can have, I don't know an interview - for how I work with it is, I could just listen to it. You know, even do the interview, take my notes, you know, write the notes how I feel them, you know, and transcribe them into these diagrams, and knowledge graphs, and then I present the knowledge graph to represent all the data that is behind this knowledge graph. It's not the same as quantitative data in the sense that I don't have, it's like, in order to make quantity qualitative available you have to go into explaining your own process of thinking, and your own process of analysis, which then is, of course, you know, like a good sign, this the method. But that's not, I think that that's not how everybody operates. Now, it's like, if you imagine that you are doing something which is more like historical analysis. um, so making because all these, that the qualitative data, in order to be also good for example, if I take the interviews, it's not enough to have the interviews. I will have to organize, you know, the title - who was there, when it was taken, what was the place, what is the context? Do a small summary of the text, and put hashtags? But these, that I do it in my head, and are increases you know, pieces of paper here and there, and, you know, a note here and note there if it needs [to be] done. It's not there already. So if we want, really to, to do, not to do this interchangeable…",,domain:workflow;issue:workflow;response:positive,,pending,
"For me, personally, what has been more complicated is that it's a lot of extra work. And as I said, I think that for quantitative data, you have that. So it's very different, different because I can have, I don't know an interview - for how I work with it is, I could just listen to it. You know, even do the interview, take my notes, you know, write the notes how I feel them, you know, and transcribe them into these diagrams, and knowledge graphs, and then I present the knowledge graph to represent all the data that is behind this knowledge graph. It's not the same as quantitative data in the sense that I don't have, it's like, in order to make quantity qualitative available you have to go into explaining your own process of thinking, and your own process of analysis, which then is, of course, you know, like a good sign, this the method. But that's not, I think that that's not how everybody operates. Now, it's like, if you imagine that you are doing something which is more like historical analysis. um, so making because all these, that the qualitative data, in order to be also good for example, if I take the interviews, it's not enough to have the interviews. I will have to organize, you know, the title - who was there, when it was taken, what was the place, what is the context? Do a small summary of the text, and put hashtags? But these, that I do it in my head, and are increases you know, pieces of paper here and there, and, you know, a note here and note there if it needs [to be] done. It's not there already. So if we want, really to, to do, not to do this interchangeable… …the acceptable data. It's exercise for it, and I see it, for example,… …with the interviews, like, if I want to have a good transcription, that someone reads it and gets what the conversation was about, becauseI'm doinginterviews with people in the city council or people that are in projects. And if I want to do this, is, it's a lot of work of editing. It's not the same as, just, you know, getting the sense of it and taking the main themes, and I'm doing my own analysis.",P002,Interview -2.txt,P002_E037,"…the acceptable data. It's exercise for it, and I see it, for example,…",,domain:workflow;issue:workflow;response:positive,,pending,
"…the acceptable data. It's exercise for it, and I see it, for example,… …with the interviews, like, if I want to have a good transcription, that someone reads it and gets what the conversation was about, becauseI'm doinginterviews with people in the city council or people that are in projects. And if I want to do this, is, it's a lot of work of editing. It's not the same as, just, you know, getting the sense of it and taking the main themes, and I'm doing my own analysis. I think that, mmm, [you] start from just having more hours and more money to do it really, did like ,a very important enabling factor, you know. To have, like, probably what I didn't, I didn't take this into account, because I thought it was, I didn't think it was going to be so time-consuming. But in a project, in a bigger project, I think that there should be, like a work package, which is only about open access. And this is our package, it has its hours, and has its own money. The point is like, if you want it available, you have to know that this is, mmm, you know, like, time-consuming. But at the same time, when I was looking for platforms, not where to put the data because this is, you know, like okay, there is data, there is - there is different databases - and you could put the data there, but more, like, to have these, you know frameworks or displays, where you could follow these [indecipherable]. For example, open science framework, which is again a little bit dry, you know, so I, but I think will be also something that happens when, when, some of these places are emerging, is that my, only my interviews don't really amount to much, I mean, yeah, there [are], I don't know, 40, 50, final edited interviews is fine, but what we will need is a database of thousands of interviews, and it's difficult to visualise where this is, also if it's cluttered. So I think that a better planned platform, trained database, you know someone - that explains, or at least takes some more significant fields, or areas of interest and shows, now, but how this is available, how this is articulated, how this project that applied in this way and this method then had all these different, you know, like products available. I think this would be much more interesting. It would be interesting, also, for people, or for researchers, because you will be more aware that what you're doing is part of something bigger than you. And I think that still, and I'm like, I follow, you know, Twitter accounts that do, you know, like I work on open science and I follow it a little bit. I mean superexpert, but I follow it, and it's still, I feel like I am doing these out of, you know, like activism through the, this open thing with - partly it's…",P002,Interview -2.txt,P002_E038,"…with the interviews, like, if I want to have a good transcription, that someone reads it and gets what the conversation was about, becauseI'm doinginterviews with people in the city council or people that are in projects. And if I want to do this, is, it's a lot of work of editing. It's not the same as, just, you know, getting the sense of it and taking the main themes, and I'm doing my own analysis.",,response:positive;outcome:repeat_attempt,,pending,
"…with the interviews, like, if I want to have a good transcription, that someone reads it and gets what the conversation was about, becauseI'm doinginterviews with people in the city council or people that are in projects. And if I want to do this, is, it's a lot of work of editing. It's not the same as, just, you know, getting the sense of it and taking the main themes, and I'm doing my own analysis. I think that, mmm, [you] start from just having more hours and more money to do it really, did like ,a very important enabling factor, you know. To have, like, probably what I didn't, I didn't take this into account, because I thought it was, I didn't think it was going to be so time-consuming. But in a project, in a bigger project, I think that there should be, like a work package, which is only about open access. And this is our package, it has its hours, and has its own money. The point is like, if you want it available, you have to know that this is, mmm, you know, like, time-consuming. But at the same time, when I was looking for platforms, not where to put the data because this is, you know, like okay, there is data, there is - there is different databases - and you could put the data there, but more, like, to have these, you know frameworks or displays, where you could follow these [indecipherable]. For example, open science framework, which is again a little bit dry, you know, so I, but I think will be also something that happens when, when, some of these places are emerging, is that my, only my interviews don't really amount to much, I mean, yeah, there [are], I don't know, 40, 50, final edited interviews is fine, but what we will need is a database of thousands of interviews, and it's difficult to visualise where this is, also if it's cluttered. So I think that a better planned platform, trained database, you know someone - that explains, or at least takes some more significant fields, or areas of interest and shows, now, but how this is available, how this is articulated, how this project that applied in this way and this method then had all these different, you know, like products available. I think this would be much more interesting. It would be interesting, also, for people, or for researchers, because you will be more aware that what you're doing is part of something bigger than you. And I think that still, and I'm like, I follow, you know, Twitter accounts that do, you know, like I work on open science and I follow it a little bit. I mean superexpert, but I follow it, and it's still, I feel like I am doing these out of, you know, like activism through the, this open thing with - partly it's… …why I'm doing. But it would be, I think that will be useful, if we could have this sense of, this is one piece that goes in why they’re asking, you know, you came, but you can see that there is something that [is] already useful.",P002,Interview -2.txt,P002_E039,"I think that, mmm, [you] start from just having more hours and more money to do it really, did like ,a very important enabling factor, you know. To have, like, probably what I didn't, I didn't take this into account, because I thought it was, I didn't think it was going to be so time-consuming. But in a project, in a bigger project, I think that there should be, like a work package, which is only about open access. And this is our package, it has its hours, and has its own money. The point is like, if you want it available, you have to know that this is, mmm, you know, like, time-consuming. But at the same time, when I was looking for platforms, not where to put the data because this is, you know, like okay, there is data, there is - there is different databases - and you could put the data there, but more, like, to have these, you know frameworks or displays, where you could follow these [indecipherable]. For example, open science framework, which is again a little bit dry, you know, so I, but I think will be also something that happens when, when, some of these places are emerging, is that my, only my interviews don't really amount to much, I mean, yeah, there [are], I don't know, 40, 50, final edited interviews is fine, but what we will need is a database of thousands of interviews, and it's difficult to visualise where this is, also if it's cluttered. So I think that a better planned platform, trained database, you know someone - that explains, or at least takes some more significant fields, or areas of interest and shows, now, but how this is available, how this is articulated, how this project that applied in this way and this method then had all these different, you know, like products available. I think this would be much more interesting. It would be interesting, also, for people, or for researchers, because you will be more aware that what you're doing is part of something bigger than you. And I think that still, and I'm like, I follow, you know, Twitter accounts that do, you know, like I work on open science and I follow it a little bit. I mean superexpert, but I follow it, and it's still, I feel like I am doing these out of, you know, like activism through the, this open thing with - partly it's…",,response:positive;outcome:repeat_attempt,,pending,
"I think that, mmm, [you] start from just having more hours and more money to do it really, did like ,a very important enabling factor, you know. To have, like, probably what I didn't, I didn't take this into account, because I thought it was, I didn't think it was going to be so time-consuming. But in a project, in a bigger project, I think that there should be, like a work package, which is only about open access. And this is our package, it has its hours, and has its own money. The point is like, if you want it available, you have to know that this is, mmm, you know, like, time-consuming. But at the same time, when I was looking for platforms, not where to put the data because this is, you know, like okay, there is data, there is - there is different databases - and you could put the data there, but more, like, to have these, you know frameworks or displays, where you could follow these [indecipherable]. For example, open science framework, which is again a little bit dry, you know, so I, but I think will be also something that happens when, when, some of these places are emerging, is that my, only my interviews don't really amount to much, I mean, yeah, there [are], I don't know, 40, 50, final edited interviews is fine, but what we will need is a database of thousands of interviews, and it's difficult to visualise where this is, also if it's cluttered. So I think that a better planned platform, trained database, you know someone - that explains, or at least takes some more significant fields, or areas of interest and shows, now, but how this is available, how this is articulated, how this project that applied in this way and this method then had all these different, you know, like products available. I think this would be much more interesting. It would be interesting, also, for people, or for researchers, because you will be more aware that what you're doing is part of something bigger than you. And I think that still, and I'm like, I follow, you know, Twitter accounts that do, you know, like I work on open science and I follow it a little bit. I mean superexpert, but I follow it, and it's still, I feel like I am doing these out of, you know, like activism through the, this open thing with - partly it's… …why I'm doing. But it would be, I think that will be useful, if we could have this sense of, this is one piece that goes in why they’re asking, you know, you came, but you can see that there is something that [is] already useful. …you don't know where we're, yeah, maybe they have a good class back, and then people can find it, will know that, who will…",P002,Interview -2.txt,P002_E040,"…why I'm doing. But it would be, I think that will be useful, if we could have this sense of, this is one piece that goes in why they’re asking, you know, you came, but you can see that there is something that [is] already useful.",,domain:discoverability;issue:discoverability;response:positive;outcome:repeat_attempt,,pending,
"…why I'm doing. But it would be, I think that will be useful, if we could have this sense of, this is one piece that goes in why they’re asking, you know, you came, but you can see that there is something that [is] already useful. …you don't know where we're, yeah, maybe they have a good class back, and then people can find it, will know that, who will… …then know that I have done this effort, and this work, who would use it. It's also…",P002,Interview -2.txt,P002_E041,"…you don't know where we're, yeah, maybe they have a good class back, and then people can find it, will know that, who will…",,domain:discoverability;issue:discoverability;response:neutral,,pending,
"…you don't know where we're, yeah, maybe they have a good class back, and then people can find it, will know that, who will… …then know that I have done this effort, and this work, who would use it. It's also… …then I think as well, one thing that I have to say and I don't know if this is good or not, I said, I said from the beginning, the University [Redacted - University name] not getting this copyright, because if everything is Creative Commons,…",P002,Interview -2.txt,P002_E042,"…then know that I have done this effort, and this work, who would use it. It's also…",,domain:discoverability;issue:discoverability;response:neutral,,pending,
"…then know that I have done this effort, and this work, who would use it. It's also… …then I think as well, one thing that I have to say and I don't know if this is good or not, I said, I said from the beginning, the University [Redacted - University name] not getting this copyright, because if everything is Creative Commons,… …there is no point - that they have the problem, right? So people can get their own copyright. This, I write this question to you guys, and this, for me, it's interesting because this is about autonomy, and this is about giving people agency about their own data. And I think that waving out copyright rights, it's not the way to go, honestly, because if you are going to share it, I mean even if the point to have the copyright - is that I have to have the copyright, because otherwise I cannot publish it. It's like yeah, if you have the copyright, you cannot. If you don't have the copyright, you cannot publish it. And then I could be right, if you have a copyright, but people have a right have agreed to do Creative Commons. And you can use it, and reuse it, and you can publish however you want. So this for me, as I said, I come from the Copyleft movement. I don't agree with this copyright? Sometimes you have to, you know, go with it - because you know how the publishing world is. But, I don't think it's fitting. To me, [it] is shocking to have a research that goes about open and data and then asked me to wave my copyrights. It is shocking for me. It's like for me, and until the technical...",P002,Interview -2.txt,P002_E043,"…then I think as well, one thing that I have to say and I don't know if this is good or not, I said, I said from the beginning, the University [Redacted - University name] not getting this copyright, because if everything is Creative Commons,…",,response:neutral;outcome:abandonment,,pending,
