branch_id,thread_id,publication_year,branch_status,branch_type,split,text,topic_labels,sentiment,severity,pain_keywords,feature_keywords,gain_keywords,insight_summary,user_expectations
1726947767,1723880927,2022,Solved,question,train,"Hi, I've created a User Defined Function that operates like a relay, but I'm facing a peculiar issue: the output is triggering even when none of the inputs are active. This happens only during online operation—in simulation, everything works as expected. Could someone advise on what I might be overlooking? UDF attached.

Try this approach instead...

Hello, I'm experiencing the same error—simulation is working, but not in real-world use.

For me, it works in both simulation and on the actual hardware of [product_name]. See attached video.

All inputs need to be connected for proper operation on real hardware. Set Status 0 (Low) instead of leaving an input open. Regards, [user_name]

Thank you! You were correct—grounding the A input resolved the issue and everything is functioning properly now.",Performance Predictability,,4,unexpected output || simulation mismatch || input handling confusion,UDF relay function || input status handling || simulation environment,consistent behavior || reliable output || accurate simulation,"Users noticed discrepancies between how a User Defined Function (UDF) performed in simulation versus actual hardware, with the output activating unexpectedly during real-world use. This difference highlighted the importance of connecting all inputs on physical devices and pointed to gaps between simulated and real hardware behaviors, especially with unconnected inputs.","Users expect the UDF to behave consistently in both simulation and real-world scenarios, and want outputs to activate only when the corresponding inputs are active. Additionally, they expect clear system logic and feedback throughout the process."
1726990714,1723880927,2012,Unsolved,question,train,"Hello! I created a program for a client that uses an hours counter to track the active time of a pump, which is switched on and off several times daily. Now, the client would like the time displayed in seconds as well, but as I see it, this isn't possible with the [product_name]. Also, I’m experiencing an issue: in simulation, the hours counter resets correctly using the reset-all signal, but on actual hardware, the first minute after a reset is added incorrectly—rather than 60 seconds, it adds after just 45 seconds, leaving a 15-second discrepancy. All subsequent minutes count as expected. Could someone help clarify this?

Hello, why do you expect to count seconds with an operating hour counter? On [product_name], the operating hour counter tracks minutes, not seconds. If you want a similar counter with second-level resolution, you’ll need to program it yourself. Hope this helps.

Can you share your program or at least a part of it? If you want an hour-counter tracking seconds, minutes, and hours, you can implement it manually. See the attachment for guidance.

[user_name]: For the same reason I get time in minutes, I’d expect second-level detail. I don’t have the program on hand but could post it later. I’ve already tried the example shown, but it’s not accurate—compared to a stopwatch, it runs about 1 second slow per minute. So if the timer shows 10 min 0 sec, actual time is 10 min 10 sec. About the hours counter issue, it seems like a bug in [product_name]. I suspect a background seconds timer isn’t resetting when the hours and minutes are reset, causing inconsistent results. For instance, if the counter displays 1h20min, there might actually be 1h20min30sec counted. When I reset, it sets to 0h0min30sec rather than zeroing everything. It may be that this seconds timer never stops.

Hi, since you’re using a digital system, half the lowest resolution is utilized for counting. The [product_name] operating hour counter works with 1-minute resolution. At 30 seconds, the counter adds a minute. That's simply its design: any time shorter than 30 seconds isn't counted. This behavior applies universally. You might try using a stopwatch for improved accuracy and using message text functions to display the time as 00:00, which works in [product_name] [article_no]. The stopwatch generally yields better precision.

Thanks for clarifying—was that documented anywhere? I’m not convinced this explains my issue, since in my case, the counter flips after only 45 seconds, even though the signal lasts the full period. Shouldn’t the measurement be accurate if the input is maintained? The stopwatch function is exactly what I need, but unfortunately, the [product_name] in question was shipped a year ago and now only needs a program update (it has [version_no]). Do you have any suggestions on why a counter updated every second can still lag behind real time?

Hi, in older [product_name] versions, you can generate a pulse every second and count with a counter. The downside is that counter values take up a lot of characters in a text message. I recommend splitting it like this: counter for seconds, minutes, and hours—each displayed on a separate line for clarity. Hope that helps.

I tried this method before starting the thread but ran into an issue: I used an on-delay timer set to 1 second and compared the result on the [product_name] with a stopwatch. After one hour, my counter was 60 seconds behind. I also tried a pulse generator with 500 ms on/500 ms off—with the same lag. Is there an inherent delay in [product_name]?

Hello [user_name], I might have a suggestion, but it would help to see your program so we can review and troubleshoot together. Thanks. Best regards, [user_name]

Here is the program. =)

Hi, I’ve set up an hours, minutes, and seconds counter similar to the previous attachment, with successful display on the [product_name]. Can anyone suggest how to reset this counter using any of the four cursor keys available on the [product_name]? I can utilize cursor keys in the program but haven’t figured out how to reset all counters with them.

Is it similar to the attachment you mentioned? It’s essentially the same program but this version includes a reset feature.

Thanks for sharing the solution. It worked perfectly.

@[user_name] Thank you for showing this timer—it’ll save me lots of time. Why not set both TH and TL to 50 ms each for balance? Best wishes.

Hi, around a decade ago, [product_name] devices processed much slower. If the program required a long scan time, that approach wouldn’t have worked. Modern [product_name] (e.g., version 8) typically scans in 0.1 ms per function block. Hope that clarifies things.",Performance Predictability,,4,inaccurate timing || no seconds display || counter lag || version limitations || reset anomaly,hours counter || stopwatch function || on delay timer || pulse generator || message text display,precise timing || time display in seconds || accurate hours counter || simulation-hardware consistency,"Users faced limitations with the [product_name] operating hour counter, which only measures time in minutes, not seconds. Attempts to implement workarounds using custom pulse counters resulted in noticeable time drift and precision issues when measured with a stopwatch. Additionally, the hour counter exhibited anomalies after resetting, specifically with the first minute being incremented too early, causing inaccuracies. The absence of second-level resolution and non-uniform counter behavior made precise time measurement challenging.","Users expect the [product_name] to provide detailed elapsed time in seconds, minutes, and hours, with reliable and accurate measurement on both simulated and actual devices. Consistent behavior, especially after reset operations, is important for meeting user requirements."
1730074215,3055273936,2010,Solved,question,train,"Hello everyone, I'm new to this field and need step-by-step instructions for connecting a PT100 temperature sensor to a [product_name] expansion module ([product_name] AM2 PT100) and viewing the measurement on the [product_name] operator panel. Currently, I have a [product_name] base module and an AM2 PT100 expansion. Thanks in advance for any help!

Hi, please consult the product documentation for the AM2 PT100, where you'll find the necessary wiring diagram.

In addition to the manual and product information included with the PT100 module, you can also refer to this FAQ: [url]

Once you've connected the PT100 following the manual, you can test it using a cup of hot coffee and a glass of cold water. Create a small [product_name] program with an analog input linked to an analog amplifier, ending with an analog flag. Add a message text block and connect it to an open connector. Enable the message text by setting its input to be always active. In the analog amplifier block, choose PT100 as your sensor type; gain and offset will be auto-set to -500 and 2000. Set display resolution to 0.1 Celsius and one decimal place for accurate readings. In the message text block, activate the latest features for the relevant [version_no] family. Add text like 'Temp.' and insert the corresponding amplified analog value. Above the window, use the bar graph icon to display the temperature range—tap water is about 10°C, coffee about 80°C. Set the graph bar to about 12 characters on the third line and label the fourth line with '10' and '80' at each end. You can also add the degree C symbol. A tip: changing the character set in message text settings (under file menu) to GBK or SJIS allows 16 characters per line, except for special symbols. This helps create more informative displays. Simulate, download, run—play with it and enjoy!

Thanks everyone, you really helped me out. Much appreciated!",Documentation Clarity || User Guidance,,5,lack of knowledge || need for detailed instructions,analog input || sensor configuration || display resolution || message text || bar graph || character set settings,easy setup || correct wiring || accurate readings || practical guidance,"New users face challenges with wiring and configuration of PT100 temperature sensors using [product_name] expansion modules. Community members direct them to manuals and FAQs, underscoring the need for accessible documentation and thorough guidance. Experienced users offer stepwise instructions and testing advice, highlighting how clear, context-driven support enables successful device setup.",Users want clear wiring diagrams and thorough instructions for connecting and configuring a PT100 sensor. They also look for guidance on displaying readings accurately on their device.
1730966734,4479534060,2021,Solved,question,train,"Hello, I noticed in a user guide that the designated ports for cellular communication are set to 80 and 8080. Is it possible to use different ports for this feature?

No, the ports are fixed in the firmware and cannot be changed.

Thanks for clarifying.",Integration Limitations,,5,fixed ports || lack of customization,cellular communication ports || port assignment,port configuration || communication flexibility,"The user's question reveals that the communication ports utilized for cellular access are restricted to 80 and 8080 on the specified hardware or software. The inability to modify these ports limits adaptability for custom network configurations. This restriction is confirmed quickly, with no offered solutions or alternatives, indicating a closed system approach regarding port selection.","The user hoped for the option to modify communication ports, aiming for increased flexibility to accommodate various network requirements."
1731517326,1723880927,2016,Solved,question,train,"Hello. I've spent several evenings trying to build a usable system but with no success. My goal is to create a menu where I can navigate with up/down buttons to select between 110v, 240v, or 24v. With left/right buttons, I'd like to switch between different wiring options for each voltage: 4 wire, 6 wire, or direct wired. Each choice should appear on the screen as, for example, '240v 4 wire,' and trigger two outputs—one for the selected voltage and another for the wiring option. I understand how to control the outputs, but designing the menu logic is a challenge. My previous attempt resulted in a disorganized mess. Thank you.

Which [product_name] are you referring to?

Apologies, I'm working with [article_no].

Here's a possible approach you could try.

Thank you very much. This solution is extremely helpful!",User Guidance,,4,menu logic complexity || lack of clear menu implementation guidance || difficulty structuring input mapping,menu navigation || button mapping || screen update || output selection,custom menu creation || easy navigation || direct output activation || screen feedback,"The user encountered difficulties implementing a menu system that allows selection between different voltage values and wiring configurations on a specific [product_name] ([article_no]). The main struggle was how to organize the menu navigation using button inputs, rather than output control logic. After receiving a suggested approach, the user expressed significant relief and gratitude.","The user seeks a straightforward method for establishing a navigable menu on a [product_name], enabling screen updates for voltage and wiring selection, with the chosen option activating appropriate outputs."
1732578761,3055273936,2015,Solved,question,train,"Hello, I have a question regarding the 'cycle time for analog value generation' for analog inputs. The inputs on the [product_name] basic module are specified at '300ms', while the [product_name] expansion module shows '50ms'. Should this value be interpreted as the analog-to-digital converter's sampling interval? For example, does '50ms' correspond to 20 samples per second? If so, 20 samples per second appears low for an ADC, which may mean the [product_name] with the expansion module is not suitable for precise real-time analog signal control, such as motor speed or positioning control? [user_name]

Hi, The values of 50ms or 300ms refer to the time required for a single conversion, not the number of conversions per second. You are correct—[product_name] is not intended for real-time analog measurement. For such tasks, it would be better to use a PLC featuring fixed cycle times, interrupts, and higher analog resolution. [product_name] lacks these features and is mainly designed to replace timers and contactors, not for real-time applications. Hope this clarification assists you.

Thank you, [user_name]. If I use [product_name] to operate two relays for controlling a motor in both directions within a 2-meter range at about 0.1m/s, and stop the motor by deactivating relays as the target position is reached: The two analog signals would serve as the set position and feedback from the motor-driven device. In this application, an accuracy of +/- 1 cm is acceptable but I need to understand the precise meaning of '50ms' and the maximum refresh rate of analog inputs on [product_name]. Is it correct that if '50ms' is considered as the sampling interval, the maximum theoretical positioning accuracy would be 0.1m/s * 50ms = 5mm? Thanks again. [user_name]

For a similar application, I used an encoder to provide movement feedback to [product_name] ([article_no]). If input I5 is linked directly to the counter instruction, it's possible to monitor up to 5kHz frequency. In my setup, the motor was connected to a drive with adjustable speed when approaching the target position. I implemented an open-loop, tuned control system and found the results satisfactory for comparable requirements. What are your views on this design approach? [user_name]",Documentation Clarity || Performance Predictability,,5,cycle time clarification || lack of real-time capability || low sampling rate || limited analog refresh,analog input cycle time || sampling rate || input refresh || position feedback,basic automation || motor positioning || positional accuracy || system suitability,"Users are discussing the analog input cycle time for [product_name] hardware and its relevance to sampling accuracy and real-time control. There is uncertainty whether the stated cycle time relates to sampling rate, affecting both achievable precision and the scope of control applications appropriate for the device. Replies indicate that [product_name] is not intended for high-precision real-time control but is suitable for simpler automation purposes with moderate accuracy needs.",The user aims to use [product_name] and its expansion module for motor position control and wants to understand the analog input refresh rate to evaluate the feasibility for their precision goal. The user seeks a detailed explanation of the '50ms' analog cycle time and its effect on control accuracy.
1732868551,1723880927,2020,Unsolved,question,test,"Hello, I'm experiencing an issue when trying to download a web project to my [product_name]. Initially, I was able to upload projects successfully, but after making some changes I received the error: ""Download Failed! Invalid name in SD Card."" I thought the SD card might be faulty, so I replaced it, but the problem persisted. I also tried creating a new web project from scratch, but still encountered the same error. Hardware: [article_no]. Web editor: [version_no]. Does anyone know what might cause this?

Could you please upload your [product_name] web project and program so we can take a closer look?

That was a quick reply!

I haven't encountered issues transferring the [product_name] web project to [product_name]. Everything runs smoothly. I've attached a screenshot of the webserver. However, it looks like you chose the wrong block format in the editor. For integer values, you should use ""Signed"" instead of ""Unsigned"".

Hello, It actually worked before even with the ""Unsigned"" setting, but suddenly I started getting this error. So, you're not sure why this happens?

I've made the changes but still see the ""Download failed! Invalid name in SD Card"" error. What could this indicate?

The block format settings shouldn't be the issue, as incorrect settings would just show incorrect values. I suspect there could be a problem with your SD card or the SD slot itself. What does the diagnostics menu display? [product_name] main menu > diagnostics > hardware > SD card

Hi, Diagnostics show no issues with the SD card.

In that case, I'm out of ideas. On my [product_name], everything works as expected without problems. Maybe it's worth submitting a support request.

Thanks for your help. I've submitted a service request.

Hi, I discovered the root of the error when downloading a web project to my [product_name]. Changing the name of the web project to match the LSC allowed the download to work correctly. Everything is now functioning. My conclusion: you cannot change the name of the web project once it's been downloaded to the [product_name].

I'm not sure I understand. I transferred the projects you provided ([product_name] web project = Jacuzzi, LSC = WP control) to my [product_name] with no problems. Then I renamed the web project from Jacuzzi to WP control and uploaded it successfully. Renaming it back was also easy and caused no issues during upload.

Hello? The service request didn't lead to a solution; support couldn't identify the cause, so I ran additional tests. After changing the web project name from 'jacuzzi' to 'WP control', which matches the LSC project name, I was able to download and run the web project again. It seems this is related to the naming convention. The issue started after I changed the name and stopped once I made both names the same. It appears that the device memory checks the web project name, even when starting a new project. Thanks for your help and testing!

I don't think that's the case, since my own tests didn't show that behavior. I tested on your projects and had no issues. The web project and [product_name] file names don't have to be identical; they can differ.

I understand your position, but that's my testing result and it's now working for me. My only hypothesis is that some internal memory in the device links to the web project name. I plan to run more tests next week to see if I can reproduce the error and will update everyone.",Bug Reports,,3,error message || failed download || unclear cause || SD card issues,SD card download || web project transfer || error diagnostics,successful download || reliable deployment || clear diagnostics,"A user faces a recurring error message ('Download Failed! Invalid name in SD Card') when attempting to download a web project using the [product_name] web editor to their hardware, despite replacing the SD card and recreating the project. Another community member confirms successful uploads on their own setup, suggesting that the issue is specific to the user's device or configuration. The error remains unresolved even after troubleshooting, resulting in frustration and a support request. Eventually, the user finds that aligning the project name with a corresponding file allows the download to succeed, prompting discussion over naming conventions and internal memory mechanisms.","The user expects reliable project downloads from the [product_name] web editor to the hardware SD card, without encountering persistent errors. Clear diagnostics and feedback are also expected to help determine any file naming or SD card compatibility issues."
1734907971,1723880927,2020,Solved,question,test,"Import of a technical question via private message from [user_name] Hi [user_name], I have a question about the [product_name] software license. If a customer buys one DVD, can it be installed on several computers at the same time with a full license? If so, what do '1 INSTALLATION' and 'Single license' mean according to the product description? Thank you in advance.

A single license indicates that the software can only be installed on one device (PC or laptop). Each additional device requires its own separate license and DVD.",Licensing and Pricing Transparency,,5,license confusion || vague documentation,installation rights || license type || per-device licensing,clear license terms || installation flexibility || transparent product usage,"Users are seeking clarification on what 'single license' and '1 INSTALLATION' mean for [product_name] software, specifically questioning whether a single DVD allows full licensed use on multiple computers. The reply explains that each license is limited to a single device, and extra installations require individual purchases. This exchange highlights possible confusion for customers regarding how licensing terms are presented.","Users expect straightforward definitions and clearer explanations of licensing terms, as well as potentially more flexible installation options for each purchase."
1735904793,1723880927,2023,Unsolved,question,train,"Hello, I have an issue. I need to create a program that can control a frequency converter, but I can't figure out how to do this on the computer. This is for a project, so I need to demonstrate on the computer that it works. Any suggestions or ideas?

Please avoid posting multiple times for the same issue. You have already created a separate topic addressing this: [product_name] program to control a frequency converter.

Thread closed because the question was posted twice. The second topic titled [product_name] program to control a frequency converter is published within the [product_name] - Software section. Best regards, [user_name]_Moderator",Integration Limitations || User Guidance,,4,lack of simulation guidance || unclear documentation || difficulty controlling frequency converter in software,simulation || frequency converter interface || proof functionality,simulation || proof of concept || frequency converter control,"The user is having trouble figuring out how to simulate or validate frequency converter control using [product_name], suggesting a lack of clear instructions or features for this use case. The discussion reveals a need for better support and discoverability regarding integration of frequency converters and proof-of-concept simulation within the software.","The user wants to be able to fully simulate, test, and demonstrate frequency converter control logic using [product_name] directly on their computer."
1736086849,4479534060,2013,Unsolved,question,train,"Hi, this is my first post here and I wanted to say hello. I am having trouble getting the function keys of my HMI device [product_name] to work with [product_name] over Ethernet. I can successfully view the counter on the HMI, but when I try to use a function key (like F1), nothing happens. In [product_name], I connected the F1 function key to reset the counter input, but it does not respond. Communication between the devices is established, and I am able to modify the counter value using the cursor and delete keys on the HMI screen, but I need to trigger actions via the function keys. Thanks. Edit: I have made some progress. I created a button on the screen and set up a hotkey using a function key, which works. Is there a way to use the function key directly? Is it possible to disable changing the counter value with the cursor and escape keys?

Hello, the function keys F1 to F4 of the [product_name] TD are not the same as the function keys on an HMI device like [product_name]. They only correspond to the TD function keys, not the HMI device keys. I hope this clarifies things.

This explanation helps somewhat. If I use a network input in [product_name] and create a Boolean tag linked to it in [product_name], then bind it to a function key on the HMI with an on-press action to invert the bit, it does not work. However, if I create a button on the screen with the same action and configure a hotkey linked to the function key (F1), it works as expected.",Integration Limitations,,4,function key incompatibility || unexpected device behavior || manual workaround required,function key mapping || counter reset || input restriction || HMI action binding,direct key mapping || improved interaction || user control,"The user is facing challenges making the function keys of an HMI work directly with controller features using [product_name] and related tools over Ethernet. Although standard monitoring and communication are functioning, direct assignment of function keys for specific actions on the controller is ineffective. The user found that using on-screen buttons with hotkeys as a workaround does work, but function keys alone do not trigger the intended actions.","The user expects the HMI device’s function keys to control the controller features directly, similar to how [product_name] TD function keys work, and wishes to limit value changes to only certain keys for improved control."
1740538233,3055273936,2023,Unsolved,question,train,"Is a new replacement being developed, or is [product_name] already intended as the successor?

From what I understand, there is currently no replacement for [product_name]. See below: [product_name] [product_name]",Product Availability Transparency,,5,discontinued product || no replacement || uncertainty,module replacement || migration path || compatibility,upgrade path || product continuity || compatibility,"A user asks whether there will be a replacement for the discontinued [product_name], specifically if another module is meant to succeed it. Another user clarifies that there is no direct alternative offered, leaving users with no clear path for migration. This discussion underscores the importance of transparent product lifecycle information and alternative solutions.",Users expect to have an official replacement or migration guide for discontinued modules and more transparent communication from [company_name] regarding product updates and succession.
1741134891,3055273936,2011,Unsolved,question,train,"Hello experts, I have a [product_name] serial cable, but my computer does not have a serial port. Can I use a serial-to-USB adapter for this? Is such an adapter available from [company_name]? Thank you.

The article number for the [product_name] PC cable is [article_no]. Thank you.

USB [product_name] cable - [article_no] [article_no].

Dear [user_name], I know the article number. My issue is that I already have several PC serial cables in my office and I only need the serial-to-USB adapter. Thank you.

Hi [user_name], There are many USB to serial cable converters available on the market and most work well with [product_name]. There was one previously recommended by [company_name] that could be ordered online from a shop in Germany. You can also find these converters at most computer shops. Important installation note: If your PC already has many virtual COM ports (from, for example, Bluetooth drivers), it's a good idea to remove those devices and their drivers before installing the USB-serial converter so it gets a low COM port number from Windows (typically under COM 6). Afterward, you can re-install the other devices. Always plug the converter into the same USB port to avoid Windows assigning new, higher COM port numbers. To set up, open [product_name] software, go to Tools > Options > Interface, and select the assigned COM port (you can find this in Windows Device Manager). Administrator rights are required for these changes. Hope this helps!

I think you can use any available adapter. [company_name] does not manufacture any dedicated adapter for this.

Hi, I saw your question and I am currently working on it. I'm trying to get it working under Windows 7.",Product Compatibility || User Guidance,,4,adapter uncertainty || compatibility doubts || virtual COM port confusion,serial cable support || USB adapter compatibility || interface configuration,legacy hardware compatibility || cost savings || ease of setup || official support,"The central challenge involves connecting older [product_name] serial communication cables to modern PCs that lack serial ports. Users are unsure whether standard USB-to-serial adapters are reliable for use with [company_name] hardware and related software, and whether [company_name] provides an official adapter. Discussions highlight confusion about hardware support and difficulties with virtual COM port configuration on Windows.","Users expect [company_name] to supply or recommend a compatible serial-to-USB adapter, enabling use of legacy cables with modern computers and ensuring a simple, reliable setup and communication with [product_name] hardware."
1742084252,4479534060,2024,Solved,question,train,"I am encountering the error ""unable to access the remote device"" even after working with [product_name] [version_no]. Could someone suggest how to fix this issue?

Please provide the exact [article_no] of the [product_name] you are using and the precise [product_name] software version you have installed.

Hello, I'm facing a similar issue with connectivity. I'm using [product_name] Comfort [version_no] and the hardware is [product_name] [article_no]. The device appears in the list but gives the error ""Unable to access the remote device"" every time. Any suggestions to solve this would be appreciated.

Your [product_name] [article_no] corresponds to the current [product_name] [version_no]. To communicate with it, you need to use the latest [product_name] software [version_no]. You can download the free upgrade and installation instructions for this version from [url].

This thread has been very helpful to me as well, thank you.",Product Compatibility || User Guidance,,3,connection failure || device inaccessible || version incompatibility,remote device access || hardware-software compatibility || device discovery,remote access || compatibility || seamless connection,"Users consistently experience connectivity errors when trying to access their [product_name] devices, receiving ""unable to access the remote device"" even though the devices are listed. The main issue is traced to mismatched hardware and software versions, causing connection failures. Several users found the advice and solutions shared in the forum beneficial, reflecting positive community engagement.","Users are seeking reliable connectivity between their [product_name] hardware and [product_name] software, including flawless device detection and access across compatible versions."
1742855478,1723880927,2021,Unsolved,question,train,"Let me clarify: I have some potentiometers connected to a small 24V to 12V DC step-down converter, supplying 12V to the potentiometer. I chose not to add another resistor to reduce it to 10V, since the [product_name] I am using accepts 12/24V as input, and the readings display correctly in the [product_name] configuration software. Additionally, I am using a KTP400 [product_name] panel, and I’m trying to figure out how to display the analog values on the HMI—such as with a level indicator—though I’m not sure how to move the data from [product_name] configuration software to the TIA Portal HMI. I’m familiar with showing digital values but not analog. The potentiometer’s analog values do show up in the [product_name] configuration program. Any advice? Is this the correct place to ask?

If your transformer outputs 24VAC to 12VAC, it is providing AC voltage. Please note the analog input for the 12/24 [product_name] variant uses 0–10 VDC, not VAC. Which TIA Portal [version_no] are you working with? Kindly upload your [product_name] program as a ZIP file and specify the blocks you want shown on the HMI analog display. With this information, I can prepare a suitable example for you.

Apologies, I meant DC to DC step-down: from 24VDC to 12VDC. Here’s the link to the product: [url]. I also have a 12VDC to 5VDC variant. I recently built a small trainer kit for the [product_name], with plans to later upgrade to the [version_no]. Everything functions in [product_name] configuration software—I see the values changing. I don’t have a dedicated program for the HMI display; right now, I just want to test viewing the analog potentiometer values from [product_name] configuration software on the TIA Portal HMI, even with a basic analog input. Ideally, I’d like to show the potentiometer output via a level indicator or a simple I/O label in the HMI. My TIA Portal [version_no] is 16.0, but the HMI runs on 15.1, since I still need to update the HMI’s image. Although I haven’t completed that update, digital outputs show perfectly on the HMI, but the analog display remains problematic.",Product Compatibility || Usability Improvement Suggestions,,4,mapping analog input to HMI || software version mismatch || lack of clear workflow,analog input display || value indicator || HMI integration,analog value visualization || seamless HMI display || easy configuration,"Forum users are working to visualize analog input readings from a potentiometer—connected using a DC step-down converter to a [product_name] controller—on an HMI panel via TIA Portal and [product_name] configuration software. Analog value acquisition within the configuration software is successful, but users encounter difficulties transferring and displaying these readings on the HMI. Issues arise due to uncertain analog signal mapping and discrepancies between project software versions, resulting in user confusion on achieving a working visualization.","Users expect an easy and understandable procedure for showing analog values from the [product_name] controller on the KTP400 [product_name] HMI panel, similar to what’s available for digital signal display."
1744814397,1723880927,2025,Unsolved,question,test,"Hello, I live in Belgium. I'm using [product_name] with analog output to report the power returned by my solar panels via a solid state relay to an electric heating unit with custom electronics. Soon, the energy company [company_name] will replace my analog meter with a digital one that has a P1 port. I am attempting to connect the P1 port to [product_name] using a P1 modbus dongle from [company_name]. According to the manufacturer, the registers use UINT32 (4321) values. I found the file ""[document]"" on this forum, which allows me to successfully import voltage readings (L1, L2, L3) into [product_name]. However, my main interest is in retrieving the returned power in Watts. It comes through in kW, and thus always shows as zero on [product_name]. Is there a way to modify ""[document]"" or obtain another LSC routine that provides the returned power in Watts, so it can be output via the analog channel on [product_name]? Register details for the P1 dongle: [url]. I've attached three files in a zip: an example telegram, ""[document]"", and a description of the issue. Thanks for your help.

You forgot to attach your project files.

Apologies, I'm new to this forum and not very familiar with its usage.

First, could you specify the part number of your [product_name]? Also, are you using Modbus TCP rather than RTU? [product_name] natively supports Modbus TCP. I've attached a map for Modbus TCP.

My [product_name] is [article_no] with analog output module and Modbus TCP via USR-TCP232-410s.

Manual for USR232TCP232-410s.

Is this data table functioning correctly? Is the unit ID 43 accurate? Which HR (holding register) data do you want to read? The link you provided refers to RTU rather than TCP.

The test settings are correct: unit ID is 43 and the starting address for L1 is 19 (PLC address is 18 + 1). You can confirm this on the [company_name] website: [url]. The results in the attached test file are accurate. The issue occurs when trying to retrieve 'delivered power' at address 14 and 'returned power' at address 15 (refer to the document from my first post). Because values are provided in kW, [product_name] returns zero for anything less than 1 kW.

Your first screenshot shows voltage transmitted as an unsigned integer (U32). If VD0 is set to unsigned in the data table, a value like 233200 displays, which corresponds to a voltage of 233.200 V with three decimal places.

Using a file I found in a previous discussion, I achieved the results you described and was pleased—though I was missing millivolt resolution. My core issue: How can I read all 32-bit unsigned data from the [company_name] P1 module? I still cannot read the returned power value, which is in kW, so anything below 1 kW (999 W or less) shows as zero in the software. Perhaps it's best to set aside my previous attempts—can you assist with a routine that reads all 32-bit uint registers from the P1 dongle, as outlined on the manufacturer's website [url]? Thank you, and I hope someone can help.

The actual challenge is that [product_name] is only designed for 16-bit signed integer data, making conversion of 32-bit values impractical. What specific values are you targeting? Are they less than 32,768 W (32.768 kW)?

If the power value is below 32,768 W, that's ideal for my setup. If the same routine can be used for voltages less than 260 V, all the better.

It seems you're not very familiar with data formats, which may make providing assistance difficult. For example, a voltage value like 233,200 cannot fit in an integer (0-32,767) range.

You are correct. I'm 77 years old and not experienced with data formats or PLCs. I can create simple PLC applications. But is it possible to create a routine for power values below 32,768 Watts (32.768 kW)? If so, that would be most helpful for me. Thank you.

Which register addresses do you need to read?

If possible, registers 16 (power_returned) and 14 (power_delivered) please.

Yes, it's possible if the values are less than 32,768. For example: Transfer HR15 to VW100 and read VW100 with a simple analog input from the network. Transfer HR17 to VW102 and read VW102 the same way.

I've transferred HR15 to VW100. When I read it, the value is zero, but reading VW102 (the lower word of the 32-bit register) gives the correct result. Mapping HR17 to VW104 and then reading VW106 with an analog input works, as the value is always below 32,768 (my solar panel max is 6000 W). That's perfect! Thanks for your valuable assistance.

Glad to hear your setup is now functioning correctly.",Usability Improvement Suggestions,,4,incorrect scaling || value underflow || unsupported UINT32 || data loss for low values,32-bit UINT register reading || analog output mapping || register scaling handling,accurate power measurement || automation || meter data integration || Watt-level resolution,"The user is struggling to read 32-bit unsigned power data from a [company_name] P1 Modbus dongle into [product_name], particularly for returned power below 1 kW. Their routine only processes values in kW, resulting in zero readings for values less than 1 kW due to limitations in unit scaling and register handling in the [product_name] programming environment.","The user wants to read all 32-bit unsigned data—including sub-1 kW values—from the Modbus dongle into their [product_name] setup, achieving precise power measurements in Watts for output and further automation."
1745698933,1723880927,2020,Solved,question,train,"I'm experiencing a similar issue. Using [product_name] [version_no] on Windows 10 64-bit. I've relied on UDFs often before and find them essential. Currently, when building simple tank infill routines, following previous methods, the UDF entry remains disabled—even for basic circuits. They are saved in a dedicated folder. I verified hardware assignments match between circuit and UDF, and experimented with variations such as [product_name] udf version, yet the issue persists. My screenshot shows I’ve picked valid targets and there are no creation errors. (Split from UDF not Usable in Circuit Diagram).

Could you upload your UDF as a ZIP for review?

Yes, I'll provide the file.

This behavior is expected if unfinished blocks remain in the circuit; for example, check blocks B008 and B011, which need AMx to complete the analog outputs. Once those connections are made, the circuit should function correctly. Tip: After creating a new UDF, press F2 to assign the logo, then check the info window for any errors or missing parts. Regards, [user_name]

Thank you, that's very helpful!

There are additional issues beyond just the missing analog flags—two analog inputs (AI2 and AI3) in the UDF aren't connected within the function itself.",Usability Improvement Suggestions,,4,UDF unavailable || greyed-out function || incomplete error indication,UDF || analog input/output blocks || error feedback || circuit diagram,efficient UDF usage || modular programming || error-free workflow,"Users report that the UDF (User Defined Function) in [product_name] [version_no] may show up as unavailable in the interface, usually due to incomplete blocks or missing connections inside the UDF. This often involves analog outputs or inputs not being properly configured. UDFs are critical for building modular, reusable logic and such errors can disrupt normal workflow.","Users expect error-free UDFs to be immediately selectable and usable within logic circuits, based on prior experience. Clear error messaging or guidance is anticipated when configuration problems prevent UDF selection."
